house_id,sqft,bedrooms,bathrooms,lot_size_sqft,year_built,garage_spaces,neighborhood_score,distance_to_cbd_mi,listing_agent_id,photo_count,days_since_repaint,lucky_number,price
H00717,3011.0,3.0,3.0,6207.040635477737,1996.0,2.0,8.6,22.15,1045,9,3492.0,44,403300.0
H00718,1754.0,3.0,2.0,5761.422428194377,1954.0,2.0,5.9,1.51,1047,3,1838.0,25,347800.0
H00719,3538.0,4.0,5.0,7137.910148331553,1996.0,1.0,7.8,3.42,1003,38,651.0,69,553200.0
H00720,1281.0,3.0,3.0,2331.657499869244,2012.0,2.0,4.1,5.17,1019,19,2642.0,37,254000.0
H00721,5163.0,4.0,5.0,17247.526672369,1966.0,2.0,6.5,1.47,1042,27,3468.0,83,741000.0
H00722,4740.0,5.0,5.0,12318.095997191038,1954.0,2.0,6.9,12.33,1025,8,59.0,27,658100.0
H00723,1186.0,3.0,3.0,4245.174669425826,1969.0,0.0,8.6,2.78,1025,11,234.0,50,293000.0
H00724,4451.0,3.0,3.0,20770.05868660427,1963.0,1.0,3.6,2.74,1028,23,2413.0,71,581800.0
H00725,1173.0,1.0,2.0,2080.6367840586704,1989.0,2.0,6.6,12.54,1035,10,2028.0,21,229300.0
H00726,4134.0,3.0,4.0,19310.11204873538,2012.0,0.0,4.5,0.79,1046,25,2002.0,76,583300.0
H00727,1029.0,1.0,2.0,4763.716270617097,1990.0,2.0,7.4,6.25,1044,37,329.0,58,245900.0
H00728,2992.0,2.0,2.0,13016.794187495881,1950.0,2.0,7.9,2.84,1031,14,2088.0,65,514200.0
H00729,3823.0,6.0,5.0,13758.54303507242,1966.0,3.0,8.8,4.06,1029,25,2073.0,45,618000.0
H00730,4171.0,1.0,1.0,14834.400491497434,1997.0,1.0,5.5,5.28,1018,36,3099.0,93,535000.0
H00731,2651.0,3.0,3.0,9620.500493668329,1967.0,3.0,8.2,10.5,1006,36,1423.0,77,451100.0
H00732,5115.0,6.0,5.0,19559.162029020634,1989.0,0.0,8.9,7.57,1035,3,1269.0,20,775500.0
H00733,4394.0,6.0,5.0,5548.006599794153,1998.0,2.0,3.5,8.34,1001,7,297.0,56,552400.0
H00734,1620.0,1.0,2.0,7842.017917312959,1967.0,2.0,7.6,7.02,1035,39,2069.0,90,307200.0
H00735,3889.0,1.0,1.0,13320.96950769063,1994.0,0.0,8.2,5.29,1025,37,2365.0,28,538300.0
H00736,4179.0,3.0,3.0,17424.633822878335,1973.0,0.0,6.0,15.76,1039,14,1024.0,54,555500.0
H00737,2234.0,4.0,4.0,5883.620988159724,1951.0,0.0,4.3,0.51,1047,22,2668.0,75,357000.0
H00738,4217.0,6.0,5.0,5259.060394115064,1971.0,2.0,8.2,8.76,1028,24,3423.0,28,610900.0
H00739,5001.0,2.0,2.0,15688.095529359964,1977.0,2.0,4.3,5.37,1029,27,635.0,52,612400.0
H00740,4603.0,1.0,1.0,14395.06525300264,1940.0,1.0,6.2,1.61,1024,30,2090.0,55,600800.0
H00741,4336.0,2.0,2.0,12403.385105650128,2014.0,1.0,6.4,21.49,1019,16,2534.0,18,498400.0
H00742,3709.0,6.0,5.0,9238.840104771141,1984.0,2.0,7.8,15.44,1005,35,67.0,18,574700.0
H00743,1925.0,1.0,1.0,4137.477832328116,1943.0,1.0,5.4,15.73,1002,5,653.0,56,223800.0
H00744,4496.0,3.0,4.0,14408.198671809469,2012.0,2.0,5.3,3.26,1036,4,1444.0,18,639100.0
H00745,2384.0,1.0,1.0,6260.519723111302,2011.0,3.0,6.7,7.04,1045,38,501.0,94,463600.0
H00746,3207.0,1.0,1.0,15668.571885974798,1941.0,2.0,8.3,9.62,1003,9,1297.0,52,460800.0
H00747,2140.0,6.0,5.0,3974.2448667606864,1953.0,2.0,10.0,6.39,1017,39,537.0,70,483400.0
H00748,2133.0,1.0,2.0,5150.61729184459,1970.0,2.0,3.8,8.01,1030,13,3272.0,40,270300.0
H00749,1372.0,2.0,1.0,3178.9923112123433,1982.0,2.0,7.1,7.88,1035,16,,30,286400.0
H00750,5310.0,6.0,5.0,17334.892558089137,2000.0,1.0,4.5,4.6,1037,4,1201.0,49,751800.0
H00751,1324.0,4.0,3.0,4100.778828888333,1975.0,0.0,8.3,3.35,1035,37,2842.0,71,302900.0
H00752,1022.0,1.0,1.0,3726.4304715217067,1991.0,2.0,4.8,3.36,1005,16,67.0,40,213400.0
H00753,5187.0,3.0,4.0,24949.50489907998,1940.0,0.0,5.3,1.35,1013,9,2178.0,28,665200.0
H00754,3319.0,6.0,5.0,7580.065374465755,1995.0,2.0,5.4,13.9,1023,20,2494.0,15,474500.0
H00755,2745.0,3.0,4.0,10520.300238898868,2016.0,2.0,6.4,23.02,1004,8,,54,439400.0
H00756,4213.0,4.0,5.0,5456.478625991187,1984.0,3.0,,5.69,1017,32,811.0,68,624800.0
H00757,2478.0,4.0,5.0,5444.354814648902,1978.0,1.0,7.4,6.09,1019,5,2158.0,53,384200.0
H00758,1226.0,4.0,5.0,3631.5774687905264,1964.0,2.0,6.5,40.0,1048,21,2802.0,26,220500.0
H00759,4175.0,2.0,3.0,5501.732319253198,2020.0,2.0,4.1,15.14,1016,17,2910.0,25,486300.0
H00760,1462.0,6.0,5.0,5185.924455051796,1942.0,1.0,7.8,11.79,1048,4,641.0,38,323500.0
H00761,3309.0,6.0,5.0,12500.01325216476,1964.0,2.0,6.4,2.21,1035,4,3564.0,35,607200.0
H00762,5250.0,1.0,1.0,21197.29771101903,1951.0,2.0,8.6,12.2,1034,22,999.0,21,678300.0
H00763,5187.0,5.0,4.0,16406.39343515868,2012.0,3.0,5.2,0.83,1041,17,1427.0,94,755200.0
H00764,2367.0,5.0,4.0,8272.640683616755,1980.0,2.0,3.6,1.95,1042,7,701.0,33,372000.0
H00765,4423.0,5.0,5.0,11964.427104338047,2017.0,1.0,6.4,6.38,1011,8,547.0,25,616400.0
H00766,3602.0,3.0,4.0,4887.055007736825,1995.0,2.0,8.8,3.12,1021,32,932.0,61,586100.0
H00767,2948.0,3.0,2.0,4657.300669128405,1986.0,2.0,6.8,4.33,1026,30,494.0,80,467200.0
H00768,1285.0,6.0,5.0,4740.345097875749,1983.0,1.0,6.1,3.6,1048,25,2674.0,47,341800.0
H00769,2444.0,1.0,1.0,12178.72117831302,1957.0,1.0,4.9,9.19,1002,33,2180.0,67,309600.0
H00770,3794.0,5.0,5.0,4780.638459665074,1987.0,1.0,9.7,3.75,1024,5,1423.0,10,631400.0
H00771,5434.0,6.0,5.0,18034.45314266734,1997.0,1.0,4.6,4.59,1011,28,1996.0,53,698300.0
H00772,623.0,5.0,5.0,2525.5381215741677,2021.0,2.0,,18.21,1011,30,2205.0,7,227500.0
H00773,4117.0,3.0,3.0,17874.961474345924,1986.0,1.0,7.5,15.79,1038,10,672.0,14,576600.0
H00774,4747.0,4.0,5.0,,2018.0,2.0,3.2,0.5,1010,22,1083.0,59,721500.0
H00775,5260.0,1.0,1.0,18702.880611919893,2019.0,1.0,8.8,2.46,1039,31,3219.0,21,737100.0
H00776,2676.0,6.0,5.0,10296.056623507879,1983.0,2.0,7.6,16.88,1049,25,44.0,4,448300.0
H00777,1180.0,3.0,2.0,5267.604663625343,1976.0,1.0,8.1,0.5,1039,12,3492.0,18,309400.0
H00778,1927.0,1.0,1.0,3207.8773651213596,1951.0,2.0,7.5,1.88,1009,27,3519.0,77,325500.0
H00779,4767.0,5.0,4.0,22497.82001264064,1962.0,0.0,6.2,7.68,1007,31,924.0,59,669100.0
H00780,4901.0,4.0,3.0,6365.742920263729,2013.0,2.0,4.6,7.19,1022,3,1170.0,38,631900.0
H00781,3721.0,4.0,3.0,16288.89723859275,1951.0,1.0,6.2,4.99,1028,23,755.0,97,509000.0
H00782,1201.0,1.0,2.0,1791.4279587331464,1973.0,1.0,4.7,4.59,1039,21,2046.0,39,166300.0
H00783,1197.0,5.0,4.0,2321.685883306149,1998.0,2.0,7.4,9.39,1021,16,780.0,87,327900.0
H00784,2943.0,4.0,4.0,3575.1497966387583,1960.0,2.0,8.0,10.53,1009,4,2885.0,35,504800.0
H00785,3482.0,5.0,5.0,10069.858624970677,2021.0,3.0,9.2,13.28,1049,6,1414.0,3,619000.0
H00786,758.0,5.0,5.0,1872.6883166367766,1994.0,1.0,7.2,5.54,1045,30,,11,305400.0
H00787,3961.0,2.0,2.0,7251.692105120438,1942.0,1.0,8.2,1.43,1033,33,3114.0,28,579300.0
H00788,3268.0,2.0,1.0,9523.41805292723,1960.0,2.0,6.0,7.17,1035,18,1464.0,19,451000.0
H00789,660.0,6.0,5.0,1801.146174995837,2002.0,2.0,5.6,10.81,1046,37,2175.0,16,232300.0
H00790,1068.0,4.0,3.0,4397.075535104573,2012.0,1.0,7.4,28.11,1024,37,89.0,38,217300.0
H00791,2826.0,3.0,4.0,12982.347730824864,2017.0,2.0,5.8,5.58,1008,27,246.0,97,518200.0
H00792,4140.0,2.0,3.0,15234.188004799731,2011.0,2.0,7.0,3.46,1030,24,1847.0,20,639900.0
H00793,4644.0,4.0,3.0,7768.2950119347115,1946.0,2.0,4.6,17.96,1023,38,1726.0,24,553200.0
H00794,2713.0,5.0,5.0,6300.901858981734,2001.0,1.0,4.9,0.5,1040,25,,99,454800.0
H00795,2047.0,1.0,1.0,9560.73770373957,1949.0,1.0,7.6,3.72,1038,37,329.0,20,337500.0
H00796,5344.0,4.0,3.0,8214.749096409807,1946.0,1.0,8.1,7.54,1024,39,3065.0,83,689000.0
H00797,2846.0,6.0,5.0,7815.264531843909,1998.0,2.0,4.7,2.78,1019,10,1482.0,62,491000.0
H00798,2145.0,2.0,3.0,10256.355151372105,1980.0,1.0,7.7,15.88,1021,27,1715.0,92,383800.0
H00799,2767.0,2.0,1.0,13316.260542115055,1994.0,2.0,5.5,7.65,1031,30,1472.0,56,355500.0
H00800,659.0,6.0,5.0,1820.5349959658363,2011.0,2.0,6.5,30.2,1032,33,1815.0,59,196500.0
H00801,2079.0,1.0,2.0,7767.368895358118,1945.0,2.0,9.1,4.78,1026,15,2366.0,23,386000.0
H00802,3126.0,3.0,4.0,9176.789613727482,1984.0,0.0,8.0,1.8,1027,34,2788.0,57,479000.0
H00803,5100.0,3.0,2.0,20722.065254276302,2010.0,1.0,7.9,16.56,1049,21,2005.0,67,695400.0
H00804,4217.0,5.0,4.0,5566.478191823023,1976.0,2.0,9.9,5.23,1013,17,605.0,98,650500.0
H00805,4428.0,1.0,2.0,7739.245850610345,1983.0,2.0,5.2,12.43,1009,8,3192.0,10,520300.0
H00806,3270.0,3.0,4.0,11556.034332832764,1981.0,3.0,4.7,5.71,1040,14,1038.0,16,548800.0
H00807,1141.0,1.0,2.0,2377.5000995006353,2016.0,1.0,5.2,1.09,1046,39,59.0,2,273000.0
H00808,2515.0,5.0,5.0,9383.461824115251,1944.0,2.0,6.0,1.04,1030,29,142.0,79,475300.0
H00809,5485.0,4.0,3.0,13902.539477075841,2013.0,1.0,,3.21,1020,29,2825.0,9,678400.0
H00810,816.0,3.0,4.0,3728.510546642748,2008.0,1.0,6.1,1.04,1018,36,1412.0,91,269200.0
H00811,4908.0,3.0,2.0,,2008.0,0.0,5.5,0.61,1023,12,82.0,37,716300.0
H00812,3954.0,1.0,1.0,12149.786513593466,1974.0,2.0,7.9,23.96,1003,27,2961.0,29,503500.0
H00813,1991.0,6.0,5.0,8236.769649942275,1983.0,1.0,7.1,2.05,1026,16,1110.0,97,417200.0
H00814,4412.0,4.0,4.0,9840.189345463032,1970.0,1.0,5.4,6.51,1014,34,3569.0,72,552800.0
H00815,4700.0,2.0,1.0,14467.479613859865,1961.0,2.0,7.6,0.5,1014,18,,55,665400.0
H00816,811.0,3.0,2.0,1581.8001874322504,2013.0,2.0,7.8,4.2,1028,34,175.0,89,276500.0
H00817,1121.0,5.0,5.0,5012.402900665729,1982.0,0.0,5.1,2.06,1048,30,,75,248400.0
H00818,3862.0,5.0,5.0,16713.411113711427,2000.0,0.0,5.6,4.41,1011,31,2201.0,64,598900.0
H00819,5495.0,3.0,3.0,25431.787226048353,1948.0,2.0,2.5,16.2,1045,37,627.0,32,623800.0
H00820,717.0,2.0,3.0,3251.1737830436173,2006.0,1.0,4.5,3.22,1026,32,1252.0,98,217300.0
H00821,3861.0,4.0,3.0,18712.204437684493,1995.0,1.0,5.2,9.21,1048,14,1791.0,72,559200.0
H00822,1268.0,4.0,5.0,2621.815298495272,2023.0,2.0,6.6,2.55,1019,22,533.0,94,343200.0
H00823,3785.0,4.0,5.0,17944.428774509022,1951.0,1.0,4.8,9.87,1049,20,2634.0,96,546600.0
H00824,3654.0,1.0,1.0,,1985.0,2.0,5.6,1.23,1033,5,1012.0,55,498000.0
H00825,1043.0,3.0,4.0,,1982.0,1.0,4.3,9.58,1033,24,3421.0,36,202100.0
H00826,3935.0,4.0,4.0,13101.270866407604,1985.0,1.0,6.8,10.65,1028,19,2926.0,94,555100.0
H00827,4995.0,6.0,5.0,12496.935331578923,1944.0,1.0,7.3,0.5,1023,17,2315.0,99,752700.0
H00828,4830.0,4.0,5.0,11092.101889761316,1979.0,1.0,7.2,0.5,1026,7,437.0,13,697200.0
H00829,742.0,3.0,4.0,1570.80990736144,1965.0,0.0,6.5,8.01,1042,21,90.0,64,237000.0
H00830,1804.0,4.0,5.0,2729.860353326496,1991.0,1.0,3.7,3.23,1039,24,532.0,60,368300.0
H00831,1780.0,2.0,1.0,5494.764964303576,1959.0,3.0,5.4,15.95,1002,6,1823.0,75,241000.0
H00832,2821.0,1.0,2.0,12901.82761131773,1976.0,2.0,5.8,38.85,1035,26,2851.0,97,220700.0
H00833,1300.0,5.0,4.0,4672.950728215459,1992.0,1.0,5.8,6.2,1041,9,558.0,25,330200.0
H00834,4786.0,6.0,5.0,15218.0796378027,1945.0,2.0,6.6,7.57,1037,8,2581.0,97,678800.0
H00835,4406.0,6.0,5.0,12463.045511691444,2006.0,2.0,9.1,2.58,1025,17,174.0,64,716800.0
H00836,4560.0,4.0,4.0,13519.151380824302,2000.0,2.0,8.0,27.59,1017,17,969.0,9,590700.0
H00837,1571.0,1.0,2.0,3134.5439095350325,1944.0,1.0,4.7,7.66,1033,36,2184.0,51,209200.0
H00838,671.0,6.0,5.0,2903.521899666959,1945.0,1.0,7.7,5.58,1033,5,3023.0,14,304700.0
H00839,5062.0,3.0,2.0,9890.41532849816,2011.0,1.0,7.7,5.09,1019,15,2835.0,95,689300.0
H00840,2015.0,2.0,1.0,7905.180448261036,1963.0,0.0,5.0,0.71,1020,30,1944.0,76,331900.0
H00841,3815.0,6.0,5.0,15595.502711659725,2012.0,1.0,8.0,8.94,1019,12,131.0,90,646800.0
H00842,5056.0,5.0,5.0,17112.043930670454,1981.0,2.0,6.2,1.48,1003,39,1070.0,60,738100.0
H00843,777.0,5.0,5.0,3480.2764146916265,1968.0,3.0,4.0,1.59,1002,30,2860.0,40,257100.0
H00844,626.0,2.0,3.0,1443.5505784096063,1962.0,1.0,7.3,9.44,1005,38,296.0,43,207500.0
H00845,626.0,6.0,5.0,2848.391045892523,1995.0,2.0,6.9,0.56,1021,38,2578.0,94,334000.0
H00846,1365.0,3.0,4.0,5421.452053941591,1949.0,1.0,6.1,5.92,1026,7,2569.0,16,306500.0
H00847,853.0,4.0,3.0,3612.667691706971,1973.0,2.0,6.4,7.12,1021,19,2744.0,88,244600.0
H00848,4617.0,5.0,4.0,17200.185171772915,1969.0,2.0,5.2,0.67,1047,30,792.0,42,676000.0
H00849,3569.0,4.0,4.0,15761.073265021363,1952.0,0.0,7.6,2.51,1012,3,893.0,59,571700.0
H00850,5402.0,2.0,2.0,26868.336214322542,1969.0,2.0,6.4,11.84,1020,19,724.0,67,694500.0
H00851,4527.0,2.0,3.0,12660.293521245549,1984.0,3.0,6.8,6.66,1013,28,1436.0,9,612400.0
H00852,5319.0,3.0,2.0,22833.826582274578,1996.0,2.0,7.1,3.71,1015,32,1912.0,15,730600.0
H00853,1768.0,6.0,5.0,7123.984656345957,1947.0,2.0,4.4,1.9,1029,18,,16,354400.0
H00854,2010.0,5.0,4.0,5871.0223257083935,2013.0,2.0,4.9,7.01,1016,34,2071.0,78,397800.0
H00855,4762.0,3.0,2.0,22488.098319559645,2013.0,1.0,2.5,3.29,1016,27,871.0,8,640700.0
H00856,1799.0,5.0,4.0,4855.174539744172,1998.0,1.0,7.5,4.89,1033,4,2051.0,61,357000.0
H00857,880.0,5.0,4.0,2946.9180240277383,2017.0,2.0,4.3,8.62,1041,13,1105.0,11,234900.0
H00858,3878.0,3.0,3.0,6214.808949561606,1975.0,0.0,6.7,15.4,1011,37,3484.0,77,472600.0
H00859,4524.0,3.0,3.0,9310.146516231996,2009.0,2.0,7.2,31.37,1006,3,1165.0,97,564200.0
H00860,5344.0,6.0,5.0,23484.985274263185,2001.0,1.0,7.6,11.21,1012,6,3180.0,41,768400.0
H00861,5146.0,4.0,4.0,13929.709184373543,1987.0,1.0,4.3,8.86,1029,15,638.0,22,638400.0
H00862,1189.0,1.0,2.0,3207.3507327960197,1955.0,1.0,6.4,30.71,1048,39,309.0,45,92100.0
H00863,4383.0,5.0,5.0,9356.512250372056,1986.0,3.0,9.5,2.71,1008,29,688.0,69,742700.0
H00864,4746.0,4.0,4.0,14561.294056987728,2015.0,1.0,9.6,5.75,1003,8,1530.0,73,730800.0
H00865,4020.0,4.0,4.0,17133.65990159211,2022.0,1.0,8.3,5.13,1026,17,3290.0,64,639800.0
H00866,4617.0,5.0,5.0,21245.69638069315,1977.0,1.0,7.1,8.19,1049,37,643.0,58,682400.0
H00867,4706.0,6.0,5.0,6901.042365359732,1960.0,2.0,4.7,9.02,1028,11,2861.0,63,650500.0
H00868,2788.0,2.0,1.0,,2002.0,3.0,7.8,25.15,1046,24,2543.0,22,369800.0
H00869,796.0,3.0,4.0,2368.6084832007336,1946.0,1.0,6.2,1.58,1032,20,1257.0,21,215000.0
H00870,2835.0,2.0,1.0,10019.658375130313,1952.0,3.0,7.5,6.4,1002,31,1227.0,93,477100.0
H00871,1588.0,4.0,4.0,4604.640405079259,1987.0,1.0,5.4,3.73,1021,30,3458.0,58,325300.0
H00872,1157.0,3.0,3.0,3141.0818193641244,2023.0,2.0,6.2,1.56,1038,33,2608.0,86,330900.0
H00873,1212.0,3.0,3.0,3627.693809165256,1967.0,0.0,6.8,1.31,1025,7,872.0,62,284700.0
H00874,4017.0,5.0,4.0,13704.383900815159,1977.0,2.0,,3.03,1010,19,3328.0,46,628400.0
H00875,3072.0,3.0,4.0,,1967.0,2.0,7.4,3.34,1009,28,1484.0,57,505100.0
H00876,3245.0,3.0,2.0,,1977.0,2.0,5.5,18.39,1033,18,290.0,69,438200.0
H00877,4251.0,3.0,2.0,18312.348030000845,1940.0,1.0,4.1,3.77,1023,27,2969.0,19,567600.0
H00878,3286.0,2.0,3.0,13253.957336988882,1989.0,2.0,9.4,6.92,1029,26,3170.0,46,585100.0
H00879,3687.0,1.0,2.0,9207.317530575021,1990.0,3.0,10.0,8.57,1019,16,1616.0,72,554000.0
H00880,1021.0,5.0,4.0,,1966.0,2.0,7.3,7.35,1017,6,2569.0,9,333600.0
H00881,4770.0,1.0,2.0,21197.27202637557,1962.0,2.0,4.1,4.4,1033,38,856.0,8,595000.0
H00882,2799.0,2.0,3.0,4991.373794800965,2003.0,2.0,5.1,18.95,1001,33,3103.0,16,349500.0
H00883,1360.0,5.0,4.0,4643.302962224561,1955.0,1.0,7.4,16.96,1022,36,1345.0,59,272800.0
H00884,4585.0,1.0,1.0,10472.990864479101,1943.0,2.0,8.9,6.35,1019,14,975.0,24,632100.0
H00885,4199.0,4.0,4.0,,1943.0,1.0,4.3,0.7,1039,14,1827.0,44,592000.0
H00886,859.0,5.0,4.0,1810.2430720926138,2014.0,2.0,6.3,4.58,1036,14,975.0,14,288700.0
H00887,1545.0,4.0,3.0,5795.810090419869,1970.0,1.0,,3.17,1021,4,2265.0,25,352600.0
H00888,677.0,2.0,1.0,1468.733690173869,1948.0,1.0,8.1,5.75,1013,9,2729.0,2,200000.0
H00889,1926.0,1.0,1.0,6052.158975791068,2013.0,2.0,5.9,4.73,1012,14,1480.0,80,318600.0
H00890,1089.0,6.0,5.0,5232.4888135307865,1952.0,2.0,3.7,6.03,1011,39,,47,245900.0
H00891,4078.0,2.0,2.0,10802.49413893629,1968.0,2.0,7.6,8.3,1014,10,1574.0,18,575700.0
H00892,3160.0,5.0,4.0,14307.867739446197,1941.0,3.0,8.5,8.93,1038,21,3541.0,53,549800.0
H00893,5403.0,2.0,1.0,26746.95397452964,1997.0,1.0,6.4,8.48,1003,23,963.0,93,669900.0
H00894,4272.0,1.0,1.0,19328.378739163498,1998.0,1.0,7.2,10.66,1002,16,2572.0,82,594000.0
H00895,3596.0,5.0,5.0,6581.726122963535,2003.0,1.0,5.6,12.72,1027,36,1954.0,88,503800.0
H00896,3095.0,6.0,5.0,13354.000319953053,1962.0,2.0,5.0,4.49,1011,6,3443.0,41,552900.0
H00897,867.0,6.0,5.0,1146.319397098309,1967.0,2.0,8.3,21.72,1041,35,801.0,36,222700.0
H00898,943.0,5.0,5.0,2540.9579700481,2018.0,2.0,7.2,25.93,1037,30,718.0,32,245600.0
H00899,3619.0,2.0,3.0,16317.299496541928,2009.0,2.0,7.4,2.78,1038,14,3166.0,31,571800.0
H00900,621.0,6.0,5.0,2370.5174716708584,1943.0,0.0,9.2,18.45,1023,31,3289.0,92,201000.0
H00901,807.0,5.0,4.0,2602.101794474337,1998.0,2.0,4.6,8.47,1022,18,2727.0,14,226200.0
H00902,1673.0,2.0,2.0,4473.406753060252,2008.0,2.0,5.5,7.44,1021,38,1733.0,85,347900.0
H00903,4932.0,1.0,1.0,21142.144451967513,1986.0,2.0,6.8,1.61,1010,4,1497.0,91,682500.0
H00904,2848.0,6.0,5.0,11096.724870889226,1993.0,1.0,5.5,7.24,1028,4,2432.0,84,461600.0
H00905,4076.0,2.0,1.0,12146.23631446324,1940.0,1.0,7.9,4.52,1043,23,2727.0,63,503100.0
H00906,2616.0,5.0,4.0,12011.208299333784,1942.0,1.0,6.2,40.0,1013,37,1007.0,85,255100.0
H00907,1448.0,1.0,1.0,3002.865973245243,1942.0,1.0,4.7,13.52,1003,5,25.0,4,157700.0
H00908,2418.0,2.0,1.0,4467.225342753109,1953.0,2.0,6.6,6.3,1028,31,,81,343400.0
H00909,1049.0,2.0,3.0,3821.1443653865226,2023.0,1.0,6.8,13.47,1020,37,1257.0,51,240500.0
H00910,4374.0,2.0,2.0,21404.512368914664,1993.0,2.0,8.2,5.06,1040,20,2488.0,95,604800.0
H00911,1499.0,5.0,5.0,3207.222892870025,2005.0,2.0,7.2,0.73,1042,35,1607.0,9,396900.0
H00912,2444.0,6.0,5.0,5251.538743234233,1964.0,2.0,7.3,19.28,1047,31,2257.0,93,435900.0
H00913,5402.0,6.0,5.0,9345.976551428648,2018.0,1.0,7.1,7.19,1020,10,1714.0,57,800800.0
H00914,3500.0,5.0,5.0,15645.495285139308,1956.0,1.0,6.2,3.17,1045,34,918.0,11,512000.0
H00915,2846.0,2.0,3.0,5863.644120040495,2015.0,1.0,5.2,9.81,1006,28,2732.0,51,384800.0
H00916,3260.0,6.0,5.0,10145.375589067911,1942.0,1.0,7.0,16.75,1019,3,2640.0,4,459800.0
H00917,4441.0,4.0,4.0,22050.965764269604,1941.0,1.0,5.9,12.33,1014,24,3514.0,9,602100.0
H00918,1846.0,4.0,3.0,,1946.0,2.0,9.5,4.37,1046,27,3013.0,53,364300.0
H00919,3718.0,5.0,4.0,12323.858081172702,2006.0,1.0,8.9,0.77,1030,32,,81,683400.0
H00920,4876.0,5.0,4.0,15343.3012144714,1961.0,0.0,7.6,16.43,1018,31,2572.0,11,637900.0
H00921,3404.0,6.0,5.0,14529.293303340632,1977.0,1.0,7.2,5.47,1008,20,1279.0,26,571100.0
H00922,2788.0,4.0,5.0,7109.59474263794,1979.0,2.0,6.3,0.5,1039,14,3185.0,39,536900.0
H00923,1311.0,4.0,4.0,3617.438581763245,2006.0,2.0,4.2,1.53,1033,10,2228.0,54,305500.0
H00924,1816.0,5.0,5.0,3338.1064165166385,1969.0,2.0,6.1,0.5,1042,6,3046.0,1,402800.0
H00925,5235.0,2.0,3.0,21019.037402930702,1940.0,2.0,6.7,9.29,1022,26,1026.0,64,665100.0
H00926,3252.0,2.0,1.0,13599.518816183461,1972.0,2.0,6.9,17.85,1008,38,,50,400300.0
H00927,2076.0,4.0,3.0,3569.309604960036,1964.0,2.0,7.3,10.56,1017,5,515.0,96,349800.0
H00928,2650.0,1.0,1.0,7142.112735062399,2001.0,1.0,8.2,1.81,1031,29,1939.0,30,491700.0
H00929,3432.0,2.0,3.0,15763.309787521965,2003.0,2.0,5.3,21.42,1012,24,3509.0,49,470400.0
H00930,3233.0,5.0,5.0,3912.8599400165153,1947.0,2.0,,1.63,1004,9,2288.0,9,506100.0
H00931,4028.0,6.0,5.0,9406.525838578258,2006.0,1.0,9.1,15.36,1041,10,2954.0,91,602800.0
H00932,1861.0,4.0,3.0,6158.348031434607,1945.0,2.0,7.9,6.9,1026,13,1712.0,83,391200.0
H00933,3781.0,3.0,4.0,9337.393756822275,1992.0,2.0,5.8,0.5,1020,28,3498.0,36,541700.0
H00934,2769.0,3.0,2.0,6185.313889565272,1972.0,2.0,,1.86,1028,14,3434.0,46,400400.0
H00935,5208.0,5.0,4.0,15353.92584122854,1965.0,0.0,6.3,0.92,1037,33,795.0,85,695100.0
H00936,1373.0,4.0,4.0,2594.678664251516,1980.0,2.0,6.6,6.98,1001,16,3146.0,30,366000.0
H00937,1327.0,1.0,1.0,4263.088240062293,1966.0,2.0,7.4,11.76,1022,7,65.0,24,293500.0
H00938,2862.0,4.0,5.0,11120.142161834117,2006.0,1.0,10.0,9.02,1013,6,2162.0,24,535900.0
H00939,3090.0,3.0,4.0,,2021.0,1.0,6.8,16.74,1005,17,,71,449000.0
H00940,3985.0,5.0,5.0,6191.954597190734,2008.0,0.0,7.7,8.61,1002,18,,21,552300.0
H00941,2579.0,6.0,5.0,11370.17330054545,1976.0,0.0,3.5,1.6,1022,30,,9,421700.0
H00942,5077.0,6.0,5.0,9468.177427511115,1982.0,3.0,5.6,10.39,1027,20,2417.0,17,706000.0
H00943,2923.0,4.0,4.0,12002.67281558805,1977.0,2.0,8.7,7.38,1025,9,504.0,98,547000.0
H00944,1233.0,3.0,3.0,3168.9917700291694,2006.0,1.0,7.2,5.19,1039,10,508.0,87,324200.0
H00945,1184.0,3.0,4.0,4942.599857174016,1986.0,1.0,1.0,15.73,1023,23,427.0,95,145500.0
H00946,5369.0,2.0,2.0,10651.221029856546,1979.0,3.0,7.7,35.62,1029,15,1109.0,28,614500.0
H00947,1257.0,6.0,5.0,2400.01020451159,1974.0,1.0,10.0,3.88,1040,27,251.0,44,371600.0
H00948,5244.0,6.0,5.0,16197.133442745011,1971.0,2.0,2.9,5.81,1033,37,,49,700700.0
H00949,1962.0,6.0,5.0,,1986.0,1.0,9.2,8.14,1045,16,2792.0,52,418500.0
H00950,1057.0,2.0,1.0,2173.32929095312,1997.0,0.0,1.5,10.99,1011,23,3188.0,3,116000.0
H00951,2093.0,2.0,3.0,8269.959046522996,1976.0,2.0,8.2,10.44,1039,33,2868.0,60,396900.0
H00952,3612.0,6.0,5.0,15827.990669828945,2007.0,0.0,6.5,0.75,1035,10,1810.0,4,605800.0
H00953,2696.0,4.0,5.0,4062.82989647008,2009.0,2.0,2.3,0.5,1029,21,,28,442100.0
H00954,4449.0,5.0,5.0,20251.38217130248,1976.0,1.0,7.3,7.94,1001,14,3445.0,29,634800.0
H00955,3593.0,3.0,3.0,15200.421393819675,2016.0,2.0,8.6,1.28,1027,26,194.0,67,596000.0
